label,content_segmented,label1
0,尊敬 客户 ， 京东 快递 到达 。 请 尽快 取件 ！ 疑问 ， 请 致电 123 - 4567890 。 祝您 生活 愉快 !,
0,淘宝 官方 旗舰 NAME 节疯 抢 DIGIT 名 全场 免单 折起 包邮 ！ t 恤件 再 五折 封顶 ~ 快 参加 超级 大牌 日 百款 新品 首降 活动 。,
0,古巷 中介 感谢您 来电 ， 中介 提供 最新 房地产 租赁 信息 ， 招工 求职 ， 铺面 土地 租赁 转让 业务 信息 ， 咨询 合作 ， 如遇 无人 接听,
0,运动 先锋 PLACE 送 红包 ！ 截至 DIGIT 年月日 ， 全场 单笔 消费 满 DIGIT 元 即可 获 价值 元 礼券 一张 。 快 领取 新年 礼包 ~ 活动 详情请 咨询 门店 工作人员 ～ 退订 回 TD,
1,你好 ， 市 公安局 民警 。 发现 涉嫌 上海市 诈骗案 。 确保 爱人 参与 ， 持有 资金 存入 名下 卡中 。 验证 该卡 控制权 案件 关系 。 请 提供 登录 APP 视频 以供 核实 身份 后续 调查 谢谢 配合 ！,冒充公检法及政府机关类
0,duangduang 降息 ! 不 买房 白 忙乎 ! xxxxx 元 搞定 河东 万达 旁 洋房 二室,
1,你好 ， 贷款 公司 代表 。 资金 需求 ？ 公司 提供 低利率 贷款 服务 。 需要的话 帮 申请 额度 更 高 优惠 方案 借款 ！ 添加 微 信号 ： XXXXXXXXX ， 我会 发送 一个 链接 下载 京东 金融 APP 注册 账号 绑定 银行卡 后 线上 审核 ； 会 安排 放款 指定 账户 中 即可 流程 操作 简单 方便快捷 安全可靠 保障 隐私 信息安全 放心 可靠 金融服务 机构 值得 信赖 合作 满意 祝您 生活 愉快 幸福 安康 顺利 成功,贷款、代办信用卡类
0,飞牛网 重磅 消息 ！ 超级 无线 购 火热 中 。 全品 冲锋 iPadAir 仅 需 DIGIT 元 ~ DIGIt 精品 天天 抢 不 停歇 ， 戳 URLipxtd 退订 。,
1,尊敬 用户 ， 您好 ！ 淘宝 客服 。 很 抱歉 通知 一个 单号 包裹 丢失 。 请 下载 一个 名为 全视 通云 会议 APP 指定 语言 聊天室 进一步 沟通 事宜 亲 尽快 解决 保障 权益 会 指导 融 e 借 查看 下 卡 打开 后续 操作 退款 事项 转账 钱 并发 还给 谢谢 配合,冒充客服服务
0,新年快乐 ！ PLACE 人 集团 先 天下 三层 精选 德 鲨 、 诺贝 达恩 吉奥 男 休闲 品牌 轮番上阵 。 送 DIGIT 百货 通用 卡 最劲爆 国际 名品 化妆 黄金饰品 全场 通用 优惠活动 参与 ~,
0,有机 大米 涨价 一份 已 售出 。 PLACEURL 退订 回 T 。,
0,亲爱 雪 荞 旗舰店 会员 ， 感谢 一路 相伴 。 新 一年 即将来临 之际 ， 祝愿 生活 充满 喜悦 温馨 ! ！ 只 提供 纯净 食品 选择 回 T 退订 不感兴趣 .,
0,您好 ！ 麒麟 湾 牛晓荣 ！ 庆祝 三八妇女节 ， x . x - x . x 麒麟 湾 售楼部 水晶 相框 DIY 活动 ， 手护 美甲 活动 ， 更 美容 养生 讲解 ( 养生 讲解 下午 x 点 ， 还 现场 体验 ， 微信 扫码 赠送 x 次 免费 护发 ) 。 牛晓荣 期待 来临,
1,"您好 ， 快手 官方 客服 人员 。 发现 误操作 帮 开通 服务 。 请问 取消 不必要 麻烦 ？ 核实 身份 解决问题 ， 确认 个人信息 联系方式 。 原因 导致 卡 系统 错误 关联 网上 贷款 软件 里 ， 钱 转出 才 。 请 尽快 办理 不必要 损失 """,冒充客服服务
1,尊敬 客户 ， 您好 ！ 支付宝 理赔 中心 。 提供 信息 授权 扫描 婆婆 账户 信息 发现 一笔 备用金 尚未 领取 。 款项 领出 转账 赔偿 程序 。 请 配合 工作 此款 转 账号 ： XXXXXXXXXXXXXXX 。 请 银行 第三方 支付 平台 操作 损失 ； 无需 QQ 、 手机 后续 事宜 。 后 关闭 此次 理赔 流程 提供 详细 报告 查看 过程 记录 情况 。 感谢您 合作 支持 ! 疑问 随时 取得联系 核实 身份 后 再作 沟通 解决 。,冒充客服服务
0,你好 ！ 学府 澜 小 郭 ， 项目 北京 新城 隔 潮白河 相望 ， 起价 xxxx 均价 xxxx . 一梯 两户 南北 通透 ， 还 推出 花园 洋房 ， xxxx __ xxxx 。 地理位置 优越,
0,家纺 急转 纯棉 四件套 蚕丝被 ！ 元起 抢购 热线电话 华茂街 号 房产交易 中心 对面 。,
0,东丹 美容院 最新 特大 好消息 ， 从即日起 凡 进店 顾客 每人 充值 xxxx 元 现金 做 一年 面部 护理 ， 年底 再 返还 xxxx 元 人民币,
0,封龙 山麓 ， 三山 环 两湖 ， 一室 三室 花园 洋房 ， 配送 养生 菜园 ， 天然气 ， 供暖 ， 总价 十六万 一套 ， 咨询 地址 ： 友谊 大街 新石 中路 交口 东行 xx 米 路北,
1,你好 ， XXX 同学 ？ 辅导员 。 记得 报名 软件 工程师 考试 参加 一个 好消息 告诉 ， 申请 退费 。 更好 ， 一个 QQ 群 ， 会 专人 解决 退款 。,冒充领导、熟人类
0,淘宝网 加大 码 男装 会员名 （ NAME ） ， 夏季 第三 波 新品 上架 ！ 老 名字 凭案 号 雷立 减元 。 满减 优惠 回订 同步进行 中至 月 日 结束 ~ 疑问请 客服 咨询 退订 事宜 ～,
0,尊敬 用户 ， 感谢您 联通 服务 。 本月 特别 赠送 g 音悦台 定向 流量 开通 当月 免费 服务 。,
1,你好 ， 贷款 公司 代表 。 网上 帮 办理 贷款 业务 。 添加 QQ 账户 接收 相关 操作 指南 下载 链接 ？ 同意 指导 网贷 申请 操作 。,贷款、代办信用卡类
0,元宵节 马上 ， 宁德 福特 xS 晚上 xx ： xx 展开 喜庆 闹元宵 活动 ， 买 不 买车 店 皆 礼 ， 带上 家人 拍 免费 全家福,
1,"您好 ！ 快递 公司 客户服务 代表 。 包裹 老家 寄 收到 。 调查 ， 发现 处理过程 中 错误 导致 延误 物品 递送 时间 。 为此 诚挚 歉意 希望 谅解 支持 解决 。 补偿 带来 不便 损失 ， 提供 赔偿金 转账 账户 中 。 请 支付宝 中 扫码 操作 这一 流程 感谢您 配合 支持 ! """,冒充客服服务
0,感谢 致电 腾阳 房地产 开发 有限公司 ， 地址 位于 北京 南路 刘家沟 尚景 春天 ， 诚信为本 ， 客户 至上,
0,元宵 来临 之际 ， 金域 华府 刘伟凤 祝您 元宵 快乐 ， 阖家幸福 ！ 公司 （ 老客户 ） 汤圆 ， 请 领取 ！ xx 优惠 较大,
1,您好 ， 淘宝 客服 。 购买 商品 快递 退款 。 请 搜索 下载 会议 通 APP ， 会议 通 上 共享 屏幕 后 ， 打开 支付宝 转账 功能 输入 19110 验证 信息 。,冒充客服服务
0,NAME 旗舰店 最强 剁 手 教程 ， 人气 礼盒 买 必送 爆款 面膜 ！ 购买 两件 赠 一件 全场 满 DIGIT 赠送 数字 DIGIT 。 不 吹水 不 信 ？ ~ 回复 退订 ～,
0,感谢 致电 雪依氏 美容院 . 专业 提供 美容,
1,你好 ， 阜阳市 公安局 刑侦 科 民警 。 打电话 想 告诉 一件 事 ： 银行卡 用于 诈骗 犯罪 ！ 配合 调查 情况 。 确认 张卡 情况 ？ 是否是 本人 违法活动 ？ 嫌疑人 案件 无关 ， 会 误会 解释 帮 解决问题 ； 涉嫌 参与 骗局 人士 承担 法律责任 面临 罚款 处罚 措施 咯 ~ 希望 理解 工作 态度 方式 方法 ～,冒充公检法及政府机关类
1,您好 ， 招商银行 贷款 专员 。 信用 记录 意向 办理 贷款 业务 。 《 招商 金服 APP 提供 便捷 服务 渠道 。 下载 注册 后 即可 低利率 、 快速 审批 贷款 产品 。 请 点击 链接 安装 《 招商 金服 ， 提示 提现 操作 ： 密码 ： 。 时 随时 提供 相关 信息 及时处理,贷款、代办信用卡类
1,尊敬 客户 ， 您好 ！ 客服 代表 。 很 遗憾 告诉您 ， 快递 运输 过程 中 发生 损坏 。 一个 满意 解决方案 确保您 及时处理 解决 ， 希望 取得联系 进一步 沟通 协商 。 请 添加 QQ号 码 提供 更 信息 提供 更好 服务 ： 1 . 订单号 ？ 请 告诉 查询 记录 ； 2345678902 . 购买 商品 ？ ； 3 . 请 告知 商品 厂家 品牌 商 名称 ；,冒充客服服务
0,京润 珍珠 旗舰店 预售 护肤品 优惠活动 ！ 预售 价折 定金 翻倍 券 减元 。 购买 送礼 包包 邮到 家 退订 ~ 回复 td 取消 订单 ～,
0,敏子 美容院 回馈 新老 顾客 ， 三八 妇女 推出 优惠活动 买 一赠,
1,财务室 梁 主任 ， 长时间 。 听 声音 ？ 领导 办 点事 ， 我点 钱 ， 不 回去 ， 帮忙 这笔 钱 转到 账户 上 。 提供 一个 账号 微 信号 ， 添加 微信 转账 操作 。,冒充领导、熟人类
0,猫眼 电影 订单 已 成功 支付 ， 请 查收 相关 取票 信息 。,
0,您好 . 恒茂 上海大众 小 隋 . x 月 x 日 元宵 佳节 优惠活动 时间 x . xx xx 点 . 店 签到 礼品 赠送 . 购车 价格 优惠 . 欢迎您 店,
1,您好 ！ 广州 公安部门 。 发现 身份 信息 人 冒用 开卡 涉嫌犯罪 。 配合 调查 工作 确保 资金 案件 解决 。 疑问 进一步 情况 ， ， 警察 同志 等待 通话 详细 相关 事宜 。 请 手机 畅通 后续 ~ 想 咨询 更 细节 请 随时 取得联系 。 会 尽快 解决问题 提供 哒 ～,冒充公检法及政府机关类
1,"您好 ！ 哈尔滨市 公安局 工作人员 。 信息 核实 情况 ... 下载 安装 瞩目 APP 视频 通话 确认 身份 相关 细节 ； 会 建议您 再下 一个 名为 "" "" 防控 "" "" 软件 更好 保护 资金 信息安全 … 过程 中 涉及 涉嫌 洗 黑钱 … … 接下来 卡里 金额 转到 账户 上以 进一步 调查 此事 属实 。 请 放心 确保 工作 流程 损失 风险 一种 必要措施 。",冒充公检法及政府机关类
1,哥们 ， 去 领取 民生 补贴 ， 加 会议 号 XXXX 瞩目 APP 会议 ， 真的 领到 几百块 补贴 。,冒充领导、熟人类
0,你好 ， 抱歉 打扰 ， 水产 西路 xxxx 健身房 ， 姓李 ， 做 活动 ， 性价比 蛮高 ， 新会员 享受 x . x 折 优惠,
0,亲爱 客户 ， 包裹 已 到达 菜鸟 驿站 。 请 取件 码 前来 领取 （ 有效期 24 小时 ） 。 祝您 生活 愉快 ！,
0,大 世界 买房子 VIP 团购 震撼 来袭 ！ 回报率 超低 折扣 想不到 。 赶快 更 详情 ！,
0,您好 ， 感谢您 NAME 送 支持 。 月 日 单笔 消费 满 DIGIT 元 即可 获赠 精美 新年礼品 袋 一个 ！ 这是 全国 限量 发行 礼物 ~ 更 享冬款 季末 超低 折扣 回馈 活动 期间 请 放心 购买 享受 优惠 ～ 退订 服务 更 详情 回复 短信内容 谢谢您 支持 !,
1,"你好 ， 警察局 调查员 。 一张 银行卡 涉嫌 诈骗 案件 中 交易 记录 。 调查 ， 提供 更 信息 查清 资金 来源 去向 。 过程 保密性 确保 调查 工作 顺利进行 , 建议 下载 一个 名为 "" teams "" 应用程序 取得联系 . 程序 保证 不 暴露 个人信息 情况 下 会 话 交流 提供 相关 文件 资料 证据 材料 供 查看 验证 相关 情况 真实性 合法 合规 性质 ！ 疑问 担忧 请 随时 沟通 配合 后续 工作 流程 即可 顺利 结案 !",冒充公检法及政府机关类
1,你好 ， 招联 金融 工作人员 。 贷款 需求 ？ 一款 非常适合 产品 ， 快速 审批 放贷 。 需要的话 帮 申请 。 利率 低廉 ！ 一个 优惠活动 添加 微 信号 我发 链接 做 一笔 单子 还 送 一个 精美 小 礼品,贷款、代办信用卡类
1,您好 ， 京东 客服 。 发现 金条 账户 未 解除 绑定 情况 ， 个人信用 会 影响 。 确保您 权益 不 受 损失 解决 ， 步骤 操作 来解 绑 账号 借款 功能 。 请 打开 浏览器 搜索 京东 数据 ， 在线 办理 页面 提交 申请 即可 第一步 操作 ！ 接下来 会 指导 接下来 几个 平台 中 借出 额度 钱款 转给 指定 收款人 验证 资金 实力 还款 能力 ； 取消 业务 后 会 借钱 款 金额 退还给 ! 请 放心 配合 ~,冒充客服服务
0,王经理 ， 明天 上午 开会讨论 新 项目 。 请 准时 参加 ！ 谢谢合作,
0,一套 特价 房 火爆 抢购 中 ！ XXX 元 起售 实景 现房 选 。 舜 xxx 来访 更 豪礼 相赠 ~ DIGIT 平 经典 户型 买 即可 住 ， 快 实地 参观 ! PHONE 号码 XXXX - XXXXXXXXXX .,
0,尊敬 客户 ， 截止 月 日点 本月 消费 DIGIT 元 ， 余额 DIGIT 元 。 国内 数据 流量 享受 DIGIMB 已 DIGITMB 剩余 可用 DIGITMB ; 省内 赠送 流量 享受 DIGITMB 已 mb 剩余 可用 DIGITMB ； 国内 数据 流量 结转 享受 DIGITMB 已 DIGITMB 剩余 可用 00NAME 提醒 下载 官方 app 便捷 查询 话费 、 流量 最新 优惠 信息 . 尽享 充值 折扣 ! 提供 在线 客服 ！ 点击 下方 链接 URL 体验,
1,"您好 ， 京东 客服 。 国家 最新 政策 下调 金条 贷款 利率 ， 优质 客户 调整 操作 。 "" "" 请 钉 钉 会议 链接 远程 指导 。 第三方 金融 账户 高息 网贷 未 结清 情况 ， 先 平台 上将 钱款 转出 银联 账号 后 还给 再 退回 请 提供 银行卡 号 密码 帮 后续 退款 流程 。",冒充客服服务
0,亲爱 姐姐 您好 ！ 一年一度 三八 美丽 女人 节 即将 到来 ， 精通 养生 会馆 即将 x 月 x . x . xx 日 三天 时间 盛大 感恩 回馈 活动 ！ 秒杀,
0,""" 两年 经营 回本 好 铺子 金 钻 广场 尽收眼底 。 DIGIT 元 投资 加上 赠送 屋顶花园 数码 名称 使 净赚 新 高度 。 """,
1,您好 ， 京东 金融 客服 。 金条 白条 利率 高 ， 帮 调整 更 低 利息 。 更好 指导 操作 ， 下载 腾讯 会议 乐享 投屏 软件 实时 交流 共享 屏幕 内容 。 接下来 请 百度 搜索 银 保监会 在线 客服 进一步 确认 相关 事宜 提供 验证码 验证 信息 后续 步骤 即可 资金 转 对方 提供 账户 内以 降低 债务 压力 更好 规划 财务 安排,贷款、代办信用卡类
0,阳春 三月 去 香 缇 美 郡 送 海南 三亚 七日 游 ， 带 家人 想 走 走 。 香 缇 美 郡 前 二十名 购房者 ， 双飞 送 去 三亚,
0,涡阳 电大省 汽车 工业 学校 免 学费 ， 包 安排 五险 一金 国家 正式 工作 ， 在校 考驾照 ， 买车 买房 补贴 一半 。 招生 费 每生 xxxx 元,
1,尊敬 客户 ， 您好 ！ 发现 身份证 信息 泄露 。 保护 账户 安全性 进一步 损失 发生 ， 请 下载 红云 会议 APP 线上 操作 指导 。 冻结 银行卡 资金 风险 后续 ； 会 解冻 卡中 钱 转到 指定 账号 中以 确保安全 无误 操作 。 过程 中如有 疑问 进一步 信息 请 随时 客服 人员 协助 相关 事宜 谢谢 配合 工作 顺利 祝您 生活 愉快,冒充客服服务
0,明天 会员 日折 上 再 打折 ！ 娇兰 佳人 亲肤 洁面乳 、 保湿霜 面部 防晒 产品 多款 商品 选购 。 DIGIT 品牌 精选 止汗 产品 眼部 护理 套装 畅享 夏日 清爽 体验 ； 下单 还 享受 退订 服务 ~ 快 参与 !,
1,您好 ， 信誉 小额贷款 优秀 客户经理 。 很 提供 一个 优质 服务 解决 资金 ！ 公司 推出 速 e 贷 APP 服务 ， 快速 、 申请 需 金额 。 身份 信息 验证 才能 操作 ？ 确保 安全性 合法性 保护 隐私权 原因 QQ 群聊 发送 链接 下载安装 好 软件 提交 身份证 正反面 照片 填写 资料 点击 审核 非常简单 便捷 疑问 遇到困难 都 随时 客服 人员 会 尽快 回复 提供 解决方案,贷款、代办信用卡类
1,xx 朋友 / 同事 ， 打电话 想 告诉您 朋友 家人 外甥 事情 。 昨天 餐厅 服务员 发生 争执 对方 推倒 受伤 扣留 支付 医疗 费用 涉及 赔偿金 不想 事情 影响 未来 想 尽快 解决 这件 事情 垫付 相关 费用 不胜感激 您好 请问 ？ 抱歉 不 太 明白 冒充 别人 亲戚 朋友 不道德 请 做,冒充领导、熟人类
0,尊敬 客户 ， 感谢您 中国移动 支持 信任 。 回馈 用户 ， 特别 推出 一项 年终 钜 惠 活动 ！ 购买 指定 终端 机型 新增 合约 购机 即可 享受 优惠 套餐 折扣 元享 礼包 福利 （ 详情请 咨询 当地 营业厅 ） ： 1 . 苹果 iPhone 系列 手机 新增 合约 购机 能立 减 XX 折 ； 还 额外 价值 XXX 元 专属 定制 礼盒 一份 等值 话费 充值卡 一张 ； （ 限时 限量供应 ） 2 . 三星 GalaxyS / Note 系列 旗舰 智能手机 新增 合约 购机 能立 减 XX% 现金 返还 免费 升级 更 高 一级 配置 版本 赠送 配件 一套 。 （ 数量 有限 先到 先得 ） ； 机会 赢取 全球 知名品牌 合作 推出 联名 款 产品 一台 ！ （ 仅限于 地区 特定 渠道 参与 ~ ）,
0,尊敬 万达 会员 ， 生日 有礼 ！ NAME 等级 含 NAME 女性 会员 持 身份证 可至 总服务台 领取 绿植 一盆 。 每月 满额 还 参与 转盘 抽奖 ~ 月底 前 单满 DIGIT 元 即可 立减 数字 元 优惠 ～ 欢迎光临 万达 广场 !,
0,尊敬 用户 ， 很 翼 全家 购 活动 现已 来袭 ！ 绑定 银行卡 即可 DIGIT 元 代金券 。 此次 优惠 NAMEPLACENAME 石化 、 天元 国大 超市 便利店 消费 时 享受 折扣 。 ， 添益宝 用户 专享 折 上 再 减 ， 更 详情请 访问 网站 （ URL ） 。 错过 这次 机会 ！ 立即行动 ！,
0,闹元宵 ， 吃 汤圆 。 一年四季 ， 圆圆满满 ！ 悦盈 养生 美容 侯颜利 祝您 全家 幸福 安康 ！ 提前 祝您 三八 节 快乐 ！ 本店 精美 礼品 ， 鲜花 赠送,
0,尊敬 用户 ， 您好 ！ 感谢您 联通 服务 支持 信任 。 回馈 用户 ， 特别 推出 中秋 团圆 · 积分 回馈 活动 。 即日起 [ DIGIT 年 DIGIT 月 ] 日 期间 ， [ PLACENAME ] 带来 丰厚 福利 惊喜 优惠 。 [ NAMENAME ] 诚挚 邀请 参与 分享 信息 朋友圈 转发 好友 群中 感受 节日 温馨 氛围 ~,
0,盛颜 养生 美容 会 x 月 大 优惠 : x 、 购买 艾皙 雅 / 素雅 面膜 一盒 优惠 xx 元 x 、 购买 艾皙 雅 / 素雅 面膜 x 盒 送 x 盒 x 、 购买 艾皙 雅 / 素雅 面膜 xx,
1,您好 ！ 市 公安局 工作人员 。 办理 涉及 李燕 集团 非法 洗钱 案件 ， 涉及 身份 信息 泄露 。 想 个人信息 泄漏 ？ 调查 显示 ， 名下 一张 民生 卡 涉嫌 涉案 。 请 下载 一款 名为 会汇 视频会议 软件 。,冒充公检法及政府机关类
0,环球 中心 人保 节后 低价 续保 促销 ， 元宵 前 车险 投保 享受 商业 险 x 折后 再 降 xx% ， 附赠 美容 大礼包 ， 全年 仅此一次,
0,亲爱 万达 百货 PLACE 区域 里 璀璨 珠宝店 朋友 ！ DIGIT 表白 服务 助 一臂之力 。 购买 甜蜜 价 黄金 飞亚达 名表 时 享受 折 优惠活动 四重 礼遇 ! 爱 礼物 送 ~ 感谢 先锋 空调 扇 品牌 大力支持 . （ 请 调整 语句 手机 输入 ）,
0,椰岛 护发 节月 ， 天然 植物 精油 深层 滋养 秀发 生涯 。 提前 预售 详情请 拨打 热线电话 ！,
0,尊敬 用户 ， 您好 ！ 庆祝 即将 到来 三八节 （ 国际妇女节 ） ， 特别 推出 畅享 DIGITm 流量 包月 活动 。 专属 女性 优惠 一个月 内 享受 无限 数字化 服务 体验 优质 数字 生活品质 。 赶快 登录 官方网站 更 详情 ！,
0,美即 旗舰店 ？ 不想 苦 天黑 熬夜 抢购 买 双十 预售 ！ 不止 五折 额外 礼包 优惠 。 不 回复 退订 ~,
0,亲爱 朋友 : 您好 ！ 女性 美丽 节日 即将来临 ， 星河 健康 美容中心 祝您 健康 漂亮 ！ 特 感恩 回馈 : 三月 八日 当天 店 顾客 均 赠送 女性 黄金 搭挡 套餐 ( 中医 胸保 + 中医 卵保 ) 。 凡 三月份 店 顾客 均 赠送 中医 特色 胸保 x 次 。 春季 胸保 、 卵保 最佳时机 。 五行 中肝 属 木 、 木属 春 、 春主升发 、 疏通 大地 ， 今春 赠 星河 特色 中医 胸保 大礼 ！ 星河 健康 美容 养生 中心 ， 地址 : 福田区 福华 三路 星河 国际 Dx 栋 xxA,
0,葆 元 养生 馆 周年 店庆 活动 回馈 新老 顾客 一年 对葆元 养生 馆 支持 信赖,
0,良金美玉 ： 翡翠 养生 . 活动 期间 进店 消费 女性 购买 翡翠 享受 体验 价 x 折 . 女性 购买 黄金 享受 x . x 元 / 克 优惠 . （ 会员卡 ）,
1,"您好 ， 招商 e 贷 工作人员 。 平台 上 提交 贷款 申请 ， 原因 账户 冻结 。 解冻 账号 成功 需 资金 ， 支付 一笔 "" 解冻 金 "" 。 这笔 费用 验证 银行 信息 确认 确实 意愿 此次 交易 步骤 . 程序 ， 招商 e 贷 相关 手续 金额 打入 指定 银行卡 上 。 进一步 操作 指导 疑问 请 随时",贷款、代办信用卡类
0,"您好 ， [ 姓名 ] ， 很 介绍 冬奥会 主场 馆 路上 水 万亩 精品 叠院 。 仅 DIGIT 万元 赠送 花园 、 车库 露台 ！ 火热 排卡中 ， 回复 TD 退订 可免 打扰 . """,
1,"您好 ， 理赔 中心 XXX ， 刚刚 注册 一个 新 QQ 账号 。 转账 ， 客户 操作 避免出现 错误 导致 资金 冻结 损失 发生 时 解决 ， 希望 语音 通话 方式 指导 . 不 没关系 稍后 打电话 相关 事宜 请 放心 会 尽快 解决问题 ！ """,冒充客服服务
0,亲 ， PLACENAME 。 双 囤货 日 ！ 赶紧 打开 链接 选购 、 狂欢 ! 请 URL 退订 回 n 即可 操作 ， 期待 购物 体验 愉快 ~,
0,交通银行 温馨 提示 ： 账户 已 实名 认证 ， 保障 。 疑问请 致电 958016 （ 电话 外呼 ） 。,
0,亲爱 新 老客户 ！ x 月 x 日 ， 只 需花 xx 元 即可 体验 一项 身体 面部 项目 ！ 敬请 提前 预约,
1,。 我家 人 医院 需 紧急 手术 ， 微信 支付 ， 只能 选择 网银 转账 。 手术 急需 费用 ， 急需 协助 。 账号 XXXX ， 先借 20000 块钱 ， 感谢 感谢 。,冒充领导、熟人类
1,你好 ， 贷款 公司 代表 。 提供 无 抵押 、 快速 便捷 金融服务 人士 。 信用 记录 收入 情况 ， 提供 一个 合适 放款 方案 。 资金 需求 疑问 ， 随时 咨询 专业 团队 服务 支持 人员 会为 提供 详细 解答 协助 办理 相关 手续 请 接听电话 提供 相关 信息 顺利完成 申请 流程 谢谢 ！,贷款、代办信用卡类
0,尊敬 联通 用户 ， 您好 ！ 提供 机动 战姬 独家 礼包 免费 领取 服务 。 包含 暴动 M 型 、 DIGIT 钻石 DIGIT 金币 道具 玩 送 。 下载 游戏 免 流量 可为 节省 手机号 即可 游戏 中 快速 登录 点击 下方 链接 领奖 玩游戏 更 特权 快 试试,
0,逸阳 旗舰店 双 狂欢 倒计时 ！ 千款 秋冬 爆品 折 封顶 优惠活动 提前 开启 。 赶快 心仪 商品 购物车 抢购 DIGIT 万免 单好 货豪礼 猛 戳 获取 更 信息 ~ 退订 需求 请 回复 td 即可 退出 广告 链接 !,
1,您好 ， 市 公安局 工作人员 ， 添加 QQ 调查 。 请 添加 QQ号 ， 下载 两个 防护 APP ， 设置 拦截 电话 取消 信息 通知 。 会 发送 调查 材料 相关 证件 照片 ， 核实 身份 后 ， 提供 居住 信息 照片 。 保障 资金 ， 建议您 卡内 钱 都 转到 一张 卡上 ， 转账 截图 发送给 。 谢谢您 配合 。,冒充公检法及政府机关类
0,PLACE 皮草 年终 大促 ！ 男女 款 水貂 厂家直销 全场 折 封顶 特价 拍元 。 宾馆 二楼 PLACE 展厅 内 欢迎您 前来 选购 CELLPHONE 号码 预留 位置 ~,
0,必胜 宅急送 官方网 订购 指定 小装 比萨 元 。 限时 购买 产品 满 DIGIT 即免 外 送费 ！ 请 订单 页面 URL 回 t 退订 。,
0,亲爱 小伙伴 ， 五折 大促 全场 钜 惠来 ！ 再 一年 。 菜品 超值 优惠 更是 父亲节 豪华 套餐 猛击 抢购 机会 ~ 点击 下方 链接 即可 享受 美食 盛宴 ！ （ URLrWECHAT ） 请 随时 退订 。 （ PLACE ） 。,
1,"尊敬 客户 ， 您好 ！ 京东 金融 客服 。 发现 账户 利息 高于 水平 ， 保护 资金 降低 风险 损失 带来 不必要 麻烦 现 核实 信息 ？ 确认 本人 操作 ， 下载 飞 书 APP 共享 手机 屏幕 对方 看 ； 听从 对方 指引 一系列 操作 ： 关闭 微信 、 转账 "" 解除 冻结 "" 。 步骤 告知 刚刚 一系列 错误行为 导致 钱款 已 银监会 扣押 想 解冻 只能 方式 影响 征信 罚息 违约金 列 ； 过程 中 疑问 随时 工作人员 . 感谢 配合 !",冒充客服服务
0,尊敬 客户 ， 回馈 长期 支持 信任 ， 特别 推出 一项 优惠活动 。 只 需 小时 内 回复 任意 数字 即可 免费 DIGITm 流量 三个 月 ！ 赠送 后 短信 提示 操作步骤 享受 服务 。 赶快 发送 信息 抢先 上 高速 网络 ！,
0,台湾 好 放松 健康 养生 会 ： 业务 发展 现招 中医 推拿 师 、 足疗 师 、 （ 免费 培训 学习 台湾 传统 软 手法 推拿 、 足疗 、 油压,
1,XX 孙子 ， 刚刚 同学 打架 ， 对方 打伤 。 钱来 解决 ， 会 更 后果 发生 身上 … …,冒充领导、熟人类
1,您好 ， 深圳 公安局 警察 ， 打电话 是因为 涉嫌 非法 洗钱 ， 配合 调查 。 请 添加 微信 ， 提供 信息 调查 。 谢谢您 配合 。,冒充公检法及政府机关类
0,尊敬 用户 ， 您好 ！ 感谢您 PLACE 支持 信任 。 特别 推出 一款 夜间 流量 包 活动 。 DIGIT 次日 期间 流量 包 享受 优惠价格 更 推荐 服务 ~ 想要 办理 加油 包 手机用户 营业厅 充值 操作 DIGITMB 免费 赠送 量 ! 首次 充值 客户 还 额外 再 获赠 元 金额 度 ， 赶快 猛 戳 下载 链接 ! ( URL ),
0,姐妹 ！ 元宵节 快乐 ！ x . x 节有 特大 优惠 ！ 买二送 ， 活动 时间 当天 ， 活动 方案 请 店 咨询,
0,您好 ， 商讯 PLACE 一楼 全场 特卖 皮衣 千款 NAME 亿图 工厂 直营店 活动 。 电话 XXX - XXXXXX 地址 建外 PLCE 号 退订 回 T 更 详情 ！,
1,你好 ， 湛江 公安局 警察 。 打电话 想 通知 涉嫌 违法活动 。 配合 调查 澄清 嫌疑 。 过程 保密 ， 电话 转接 北京市公安局 一位 警官 接听 。 请 添加 QQ号 码 进一步 沟通 后续 事宜 。 发给你 一份 拘捕 令 证明 材料 供 查看 核实 身份 信息 相关 证据 资料 收集 工作 已 请 提供 银行卡 个人信息 用于 资金 核查 确保 不法行为 发生 止损 更大 损失 .,冒充公检法及政府机关类
0,天王 表 DIGIT 携手 新华 百货 购物 店 让利 活动 ！ 黄金 名称 天王 手表 有折 上售 经典 款 机会 。 购买 享受 好礼 欢迎您 莅临 品鉴 产品 ~,
1,您好 ， 京东 金条 客服 。 年化 利率 过高 调整 更 低水平 。 操作 流程 ， 下载 一个 名为 云 视讯 APP 共享 屏幕 信息 。 微粒 贷 转账 过程 最终 退还给 。 ， 发现 携程 金融 信用贷款 银联 合作 关系 走一遍 类似 操作步骤 即可 解决 ！ 花 额度 需 抽出来 转入 提供 账户 中以 目标 ～ 请 尽快 配合 ？,贷款、代办信用卡类
